name,is_hot,genre,style,popularity,engagement,valence,arousal,danceable,not_danceable,mood_group,aggressive,not_aggressive,happy,not_happy,sad,not_sad,relaxing,not_relaxing,bright,dark,acoustic,not_acoustic,electronic,not_electronic,instrumental,vocal,male,female,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,spectral_centroid,spectral_bandwidth,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,spectral_contrast_7,spectral_rolloff,tempo,zero_crossing_rate,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6
France Celina Sharma,1,pop,electronic,0.3124845,0.80136514,5.2352643,4.4177456,0.975764,0.024235958,"aggressive, fiery, tense/anxious, intense, volatile, visceral",0.07845882,0.92154115,0.45503014,0.5449699,0.8196603,0.1803397,0.6065747,0.3934253,0.47428393,0.52571607,0.17475119,0.8252487,0.8810993,0.118900724,0.12639846,0.8736016,0.14234127,0.8576588,-159.4937,82.366035,18.776829,23.949463,14.775522,0.37517405,2.9586766,2.527277,5.530125,4.371767,-0.94861925,6.4483356,-2.7577176,0.44685632,0.3856549,0.41412798,0.45596024,0.5710598,0.43729734,0.49888462,0.48372787,0.36831576,0.37949103,0.38872388,0.5434402,2291.680366,2694.717741,22.05810485,15.74374819,18.89643025,17.33257004,17.92505705,17.50990076,45.19521663,5185.715499,143.5546875,0.067895478,0.123708321,-0.012887832,0.055894906,0.146447963,0.028552337,0.001043816
"Waves PRSM, Alex D'Rosso",1,dance,electronic,0.6841897,0.68661153,5.3380804,4.3427153,0.99805313,0.001946868,"passionate, rousing, confident, boisterous, rowdy",0.02204455,0.9779554,0.14048693,0.85951304,0.80622464,0.19377539,0.24494453,0.7550555,0.49441448,0.5055855,0.025985068,0.974015,0.97944486,0.02055522,0.12777953,0.8722206,0.08231657,0.9176835,-62.33874,76.32589,0.85716945,-1.201781,-1.4438676,-2.1384344,-2.2362182,-6.7398396,-4.920036,1.1300439,-9.174109,0.6107985,-0.49133998,0.49411255,0.42698067,0.28473216,0.34689328,0.27140555,0.33984455,0.25885075,0.29522115,0.34330672,0.34087342,0.48110396,0.3120105,2778.111799,2838.289153,19.72694478,17.12802677,19.43270592,18.30672168,18.87350206,17.48669133,45.45380392,6183.47005,117.4538352,0.109740181,-0.174894761,0.070873371,-0.057137807,-0.015217415,0.02275897,-0.007263873
Soft Maverick Imani Shola,1,pop,soul,0.43579727,0.5817204,5.249968,4.374115,0.97395533,0.026044788,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.04566282,0.95433724,0.26615602,0.7338439,0.51904994,0.48095006,0.20902665,0.79097337,0.483406,0.516594,0.26019493,0.739805,0.57645756,0.42354238,0.07600688,0.9239931,0.3618576,0.63814247,-159.40222,75.80807,19.687899,29.412506,5.6018825,11.315659,2.9370189,-1.4974946,-4.088343,6.4034295,-0.7701547,0.8051161,-1.1637024,0.31211177,0.4363223,0.38936442,0.41365892,0.3600962,0.33348465,0.45235297,0.4354342,0.39986244,0.2937649,0.25354993,0.32657874,2223.772014,2540.733554,23.35884903,16.70740897,19.92642318,18.67445807,17.44057264,16.97133746,47.5097446,4854.818126,107.6660156,0.071917269,-0.088795334,-0.316115765,-0.0514547,-0.054593064,0.032746029,0.024426087
golden hour JVKE,1,electronic,electronic,0.27105045,0.3610205,5.1424947,4.3351784,0.68713814,0.3128619,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.09542886,0.9045711,0.27807906,0.7219209,0.58344615,0.41655383,0.2464578,0.7535421,0.49601388,0.5039861,0.22051083,0.7794891,0.71482325,0.28517675,0.5705151,0.42948487,0.4327141,0.56728584,-123.74052,113.40723,-11.409259,3.1229906,-4.834505,-4.376163,-6.618609,-1.4901994,-2.0995662,3.2585666,0.074554324,-1.3050207,-3.3297725,0.16212349,0.22653541,0.14703,0.2647218,0.2888799,0.15013649,0.22582303,0.20965888,0.5044845,0.29360235,0.17186737,0.28861207,1423.145266,1598.762827,18.39197658,15.97971692,20.02140475,22.19135243,22.11273378,21.00522898,44.69569701,2663.440535,95.703125,0.072064723,0.012763762,-0.114096429,0.011453086,0.153021379,0.003203962,0.011767696
Savage Megan Thee Stallion,1,hiphop,Hip-Hop,0.63252544,0.7678314,5.427034,4.590014,0.97796565,0.022034483,"aggressive, fiery, tense/anxious, intense, volatile, visceral",0.14695533,0.8530447,0.64432734,0.3556727,0.84033024,0.15966971,0.42685753,0.57314247,0.50118095,0.49881908,0.03221266,0.9677874,0.78703123,0.21296868,0.04847259,0.9515274,0.393313,0.606687,-94.00654,77.153145,25.080793,19.949385,12.566756,6.459411,3.3816464,3.5105684,-5.6836157,4.6958795,1.9331933,7.0401993,0.192292,0.45237333,0.5220017,0.5536852,0.5842811,0.5721033,0.54423034,0.5365975,0.49520853,0.45726836,0.4463773,0.51173615,0.47687787,2613.179919,2716.275438,21.35216308,15.86782378,18.60522345,17.13307096,18.21780349,18.48038167,45.47198676,5725.966356,172.265625,0.097329029,-0.122508013,-0.012432471,0.134969583,-0.074715331,0.019631793,0.044734871
Out Of Time Sam Harris,1,electronic,dance,0.58088607,0.8527128,5.346967,4.2051206,0.94600075,0.053999227,"passionate, rousing, confident, boisterous, rowdy",0.062485408,0.9375146,0.18458547,0.81541455,0.8664598,0.13354024,0.5997066,0.40029344,0.49401242,0.50598747,0.009461341,0.9905387,0.9382604,0.06173969,0.042487137,0.95751286,0.18791787,0.8120821,-90.58887,84.29781,7.6406074,21.395845,9.178999,14.512658,0.19859174,11.441699,0.9551949,8.091373,2.5138328,8.566955,0.75227845,0.40728635,0.48001298,0.5059474,0.3990751,0.46979016,0.41156286,0.4954376,0.44580725,0.47277316,0.50115377,0.44945982,0.5281634,2309.066574,2628.923748,21.96634566,14.66298945,17.48933961,16.96365641,17.32772386,16.45341671,48.59100248,5284.739627,123.046875,0.076065765,0.111680152,-0.047966625,0.031880069,-0.007689173,0.003512448,-0.017263378
Forever Labrinth,1,electronic,electronic,0.34905198,0.4909559,5.1772656,4.3736773,0.60320085,0.3967991,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.049280226,0.9507198,0.12547244,0.8745276,0.4974659,0.5025341,0.07320178,0.92679816,0.51732296,0.48267698,0.39087132,0.6091287,0.6454663,0.3545337,0.28831646,0.7116836,0.47117233,0.52882767,-147.90643,130.53209,-11.549635,1.2730672,1.3039184,4.9814324,-3.6143937,2.3507745,-8.907224,-6.8156815,3.4248855,0.22121002,-7.5957646,0.19466749,0.19211073,0.3212475,0.2673673,0.36912584,0.20465901,0.2813819,0.38244236,0.23835258,0.37967414,0.2289863,0.23675014,1449.925941,1838.476785,20.86267881,16.79053889,21.96342566,18.90677087,20.00021683,18.77247934,48.02574902,2697.90304,78.30255682,0.062817425,0.213488549,0.02814929,0.071000288,0.015437885,0.007225545,0.008342871
Cool for the Summer Demi Lovato,1,electronic,electronic,0.4978978,0.6803907,5.1602592,4.3849177,0.8575702,0.14242987,"aggressive, fiery, tense/anxious, intense, volatile, visceral",0.2366481,0.763352,0.33005625,0.6699438,0.78833157,0.21166843,0.5087457,0.49125427,0.48187724,0.51812273,0.06515176,0.9348483,0.8607798,0.1392202,0.23148207,0.768518,0.315666,0.684334,-143.4574,87.48776,-7.3948073,23.223104,5.762971,7.116585,2.662558,7.4720187,2.2844403,4.1232166,1.1872098,5.0145416,0.4985361,0.5772883,0.39266244,0.39195392,0.4683968,0.34889838,0.38874954,0.30025882,0.41452947,0.33908772,0.30901182,0.40670106,0.38451985,2234.567377,2256.573584,22.11048235,14.17290568,17.44556702,17.69240627,17.65873188,17.55455243,44.8532111,4622.59222,112.3471467,0.096186779,-0.084850849,0.121933312,0.016740847,0.061345988,-0.014240469,0.044443887
The Ballet Girl Aden Foyer,1,pop,electronic,0.7048547,0.62882376,5.324735,4.423822,0.77376324,0.22623673,"aggressive, fiery, tense/anxious, intense, volatile, visceral",0.11213248,0.8878675,0.6589626,0.3410374,0.713601,0.28639892,0.6480386,0.35196134,0.5370377,0.46296233,0.22954519,0.77045476,0.656211,0.34378895,0.21707617,0.78292376,0.61237264,0.38762727,-59.475803,91.96831,-12.038069,19.07581,3.396844,7.9619913,-6.810294,5.757758,-3.708743,1.8388921,-3.2733805,5.364913,-3.8994148,0.44221005,0.4446648,0.3508448,0.45056817,0.36672702,0.47246528,0.42845163,0.37607053,0.42228693,0.35108194,0.43407106,0.30305946,2400.985882,2417.434748,20.22903744,15.2806778,17.82315546,17.87670811,18.05172184,17.49894225,49.68702197,5019.906807,117.4538352,0.114846896,-0.19026337,-0.024747596,-0.022440084,0.014431365,-0.003259056,0.024883124
pov Ariana Grande,1,pop,rnb,0.4754943,0.42649645,5.3543477,4.464907,0.9270686,0.072931446,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.018246274,0.9817537,0.1385395,0.86146057,0.69394433,0.30605564,0.08938961,0.9106104,0.5036653,0.4963346,0.087617196,0.91238284,0.54052997,0.45947006,0.112716466,0.88728344,0.09640274,0.90359724,-107.74537,84.641594,21.263983,26.06303,15.760247,3.950813,9.380853,-3.1046555,5.7622924,5.985624,-10.5398,3.644882,0.1975849,0.29735997,0.23391148,0.3544291,0.3977098,0.2671823,0.31769106,0.2706719,0.40290374,0.29674286,0.26848507,0.340979,0.2584023,2283.67724,2670.695538,24.18656706,17.67589012,21.42733663,19.92005787,19.58313801,20.22987894,45.49989133,5342.762186,129.1992188,0.07671485,-0.164017561,0.169052053,0.183562806,0.041276465,-0.00196586,0.033885432
Good Days SZA,1,pop,pop,0.5277374,0.48333415,5.3035026,4.400614,0.8795337,0.12046626,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.031204,0.96879596,0.14060326,0.8593967,0.51002014,0.4899798,0.14030306,0.859697,0.5037262,0.49627382,0.1521069,0.8478931,0.6711717,0.32882822,0.2755386,0.72446144,0.1693156,0.8306844,-105.03807,110.60781,-7.7258654,19.275406,-1.0715249,3.0761201,0.060653582,1.3027585,-0.80378294,3.5364597,-1.4924346,0.48067376,-3.396565,0.27245075,0.34799668,0.25563744,0.4444052,0.41575563,0.27412337,0.3359833,0.27124947,0.4318538,0.26093546,0.2566539,0.37823442,1874.07848,2183.452188,23.55552103,15.72193963,19.75601647,19.79916115,19.6064006,19.03260136,46.51399778,3927.780679,123.046875,0.076819489,-0.017075841,-0.184886567,-0.028517675,0.102099395,0.020628354,-0.012955536
Daisy Ashnikko,1,hiphop,electronic,0.40615803,0.6243768,5.3961453,4.4043455,0.99251705,0.007482966,"rollicking, cheerful, fun, sweet, amiable/good natured",0.13769215,0.86230797,0.6181384,0.38186163,0.8512448,0.1487552,0.44322318,0.5567768,0.49536377,0.5046362,0.025746401,0.97425365,0.9406236,0.059376422,0.027425243,0.9725747,0.17008129,0.8299187,-105.098274,63.066944,14.186425,16.646141,2.8614376,-0.5482761,5.3394675,3.959594,0.38433394,2.49541,-9.534686,-1.1631196,-4.8188596,0.32409918,0.31149137,0.30053335,0.3069639,0.22217317,0.22048295,0.27241278,0.38196468,0.42656437,0.38469192,0.5783577,0.4179564,2846.363231,2536.925714,18.70441258,15.37823883,19.9356704,21.30453779,18.82259896,18.70891394,46.42449698,5533.099152,123.046875,0.129650737,-0.139121778,-0.022723223,0.132656523,0.033937324,-0.004499798,0.009695687
Weekend Adam Woods,1,dance,dance,0.56442803,0.77274096,5.420536,4.2443337,0.9536459,0.046354204,"passionate, rousing, confident, boisterous, rowdy",0.025003098,0.9749969,0.39039803,0.609602,0.7911653,0.20883475,0.46073544,0.53926456,0.5238813,0.47611865,0.10868508,0.8913149,0.8932674,0.10673255,0.062974766,0.9370253,0.24293123,0.7570688,-84.43437,88.721344,15.067913,19.622416,5.3668303,1.904811,-2.8508813,1.6642601,-5.5818605,-2.564329,-2.7910223,-2.2066226,-3.9297342,0.3434648,0.45282733,0.44187865,0.3305708,0.32449287,0.29632667,0.46299055,0.29861602,0.4052082,0.4742965,0.3409665,0.4189055,2437.596511,2778.976064,22.03459006,15.88766395,18.91341251,17.91550969,18.20532356,17.36346879,45.87566481,5758.729617,129.1992188,0.079144221,0.110520422,-0.146604643,-0.038122908,-0.083137179,-0.033316544,0.01076348
"Enemy (with JID) - from the series Arcane League of Legends Imagine Dragons, JID, Arcane, League of Legends",1,hiphop,electronic,0.38460985,0.7395735,5.2425756,4.407554,0.8592023,0.14079766,"aggressive, fiery, tense/anxious, intense, volatile, visceral",0.2136296,0.78637034,0.30220717,0.6977929,0.7195476,0.2804524,0.4315212,0.56847876,0.48183286,0.51816714,0.006545828,0.9934542,0.73139215,0.26860788,0.1502249,0.84977514,0.5462265,0.45377344,-177.32605,75.501015,1.2744005,17.614466,5.0695,4.6094623,-7.13711,3.613658,-3.0972602,0.8941735,-0.15489131,0.6249535,-3.433484,0.34919044,0.42197675,0.43789732,0.37244466,0.4090026,0.43918315,0.5038637,0.428121,0.35754362,0.3652678,0.40785813,0.4243451,2758.534301,2670.674105,18.38793976,14.90134202,17.40949655,16.5389699,17.31885503,16.94121038,47.95924015,5786.868408,75.99954044,0.129293898,0.032031005,-0.015222828,0.026330694,-0.084671082,0.019728399,-0.00831989
"Unholy (feat. Kim Petras) Sam Smith, Kim Petras",1,hiphop,electronic,0.3414285,0.5867452,5.222863,4.440025,0.73903453,0.26096544,"aggressive, fiery, tense/anxious, intense, volatile, visceral",0.14245136,0.85754865,0.28263345,0.7173665,0.6781358,0.32186425,0.34690383,0.6530962,0.5031129,0.4968871,0.018422805,0.9815772,0.73613,0.26386997,0.22727361,0.77272624,0.4248307,0.5751693,-188.73578,84.56451,-10.289727,19.145021,2.6234078,4.9528446,0.9115055,4.508964,-0.5075264,6.7518067,0.5323682,3.642698,1.2148695,0.44684514,0.53253675,0.48254806,0.40453404,0.4045305,0.44007862,0.4267928,0.41778627,0.5303117,0.5180896,0.43448633,0.39395252,2113.626815,2209.076656,18.98502892,14.41666673,17.7148419,17.92379314,18.63251482,18.97485173,48.07791964,4334.737566,129.1992188,0.095418514,-0.009174161,-0.023870967,-0.10345629,-0.061600885,-0.002724984,-0.020796132
Touch Me Sheylley,1,reggae,pop,0.56912065,0.6746167,5.378375,4.315322,0.95630664,0.043693297,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.034601223,0.9653987,0.18001184,0.8199882,0.8065054,0.19349463,0.22388262,0.77611744,0.4996642,0.5003358,0.020246765,0.9797532,0.83118165,0.16881834,0.031202802,0.9687972,0.3505512,0.6494489,-104.963554,93.56691,7.684359,4.1502724,2.6850882,2.9958768,-5.713392,-1.408672,-3.398023,0.006718272,-3.2491128,0.34064257,-2.7825918,0.32249093,0.43151918,0.34495726,0.42518333,0.32951316,0.45115718,0.31136388,0.29326105,0.3429689,0.28371233,0.29756212,0.22867396,2267.948853,2509.00781,19.79112409,16.71840546,19.07230158,17.88327868,18.65418159,18.30176021,46.50653629,4949.299917,103.359375,0.085883782,-0.139736191,-0.003505583,-0.049664717,-0.015874371,0.01167084,0.010054672
"I Had Some Help (Feat. Morgan Wallen) Post Malone, Morgan Wallen",1,pop,electronic,0.58194184,0.6280859,5.3465667,4.3491054,0.9440496,0.055950347,"aggressive, fiery, tense/anxious, intense, volatile, visceral",0.14312659,0.85687345,0.7093433,0.29065666,0.7529804,0.2470196,0.6644029,0.3355972,0.5030176,0.4969824,0.10324602,0.896754,0.91439354,0.085606515,0.20661993,0.7933801,0.43017256,0.56982744,-54.61025,88.8392,3.84133,22.951582,5.6841474,11.363366,-1.0433705,10.899373,1.773779,9.637361,2.085154,6.95646,2.9908612,0.47656786,0.32235992,0.43497196,0.3241893,0.3887058,0.3190006,0.39816982,0.54877996,0.3616819,0.39127785,0.29075798,0.42859367,2334.547917,2539.181635,20.33966721,15.71518637,18.69783132,19.03944097,19.10014169,16.93164001,47.3679766,5216.962193,129.1992188,0.095376327,0.096175774,0.064515429,0.017454681,0.038577686,0.007709551,0.014926777
BIRDS OF A FEATHER Billie Eilish,1,electronic,electronic,0.6175164,0.5031742,5.2425117,4.386106,0.9910974,0.008902703,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.005442163,0.9945579,0.24233271,0.7576673,0.641724,0.35827598,0.084965475,0.9150346,0.4797416,0.52025837,0.06959388,0.9304061,0.9649427,0.03505732,0.16762578,0.8323743,0.097950295,0.9020497,-113.58996,104.67248,24.262774,30.182526,7.299452,14.412964,2.817119,0.73875546,2.1701996,4.16871,4.952035,3.8646185,-8.09983,0.35682353,0.4633891,0.48838428,0.3320718,0.41375017,0.33018732,0.37161368,0.3488442,0.3420201,0.4418767,0.41493663,0.38828418,1769.24161,2391.318941,20.71645864,16.45084219,18.82079416,17.6208466,17.77737548,17.21956725,45.90554467,4110.951423,103.359375,0.05085844,0.144341241,-0.073268075,-0.025164913,-0.06082179,0.008301479,-0.02126643
